RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
3723,3157,2316,13,38,1,1,1,33,6455,33,1,1,7:35 AM,10:20 AM,3,8,,,,,3,10,,,,,,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,,,5,4,0,0,0,0,,,,5,12,,,1,2,2,2,2,,,,11,3,4,6,2,,,,3,WEST LINN,97068,US,10,7,2,4,2,1,1,1,0.892167
3724,3158,2316,13,38,1,1,1,33,6455,33,1,1,8:00 AM,10:20 AM,3,8,,,,,3,10,,,,,,2,1,1,2,1,2,2,3,3,0,4,4,4,6,4,6,6,6,6,6,6,4,1,,,3,6,6,6,2,3,,,,5,,,,3,3,2,3,3,,,,11,5,5,6,2,,,,3,MILTON FREEWATER,97862,US,10,2,2,0,0,0,0,1,0.892167
3725,3159,2316,13,38,1,1,1,33,6455,33,1,1,7:30 AM,10:20 AM,1,8,,,,,3,10,,,,,,2,2,2,2,1,3,2,6,6,6,3,3,3,6,6,6,6,6,6,6,6,3,,,,4,6,6,6,4,4,,,,3,,,,2,2,2,2,2,,,,11,3,2,6,2,,,,3,FT WORTH,76107,US,11,3,1,4,2,2,2,1,0.892167
3726,3160,2316,13,38,1,1,1,33,6455,33,1,1,8:30 AM,10:20 AM,1,8,,,,,1,10,,,,,3,0,0,0,1,3,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,,,,2,3,3,3,2,1,90,,,3,,,,1,2,2,2,1,,,,5,3,3,3,2,,,,1,SAN FRANCISCO,94116,US,1,4,1,2,2,2,2,1,0.892167
3727,3161,2316,13,38,1,1,1,33,6455,33,1,1,7:15 AM,10:20 AM,3,8,,,,,3,10,,,,,,2,2,2,1,3,2,2,3,4,4,4,4,5,6,6,5,4,4,6,6,5,4,,,,4,6,5,4,4,4,,,,5,,,,2,2,2,2,1,,,,11,6,2,6,1,36,,,2,CLOVIS,93611,US,10,5,2,3,2,2,2,1,0.892167
3728,961,1411,4,47,2,2,1,15,1322,55,3,3,1:15 PM,3:14 PM,1,8,,,,,6,10,,,,,,2,1,2,1,1,1,1,6,6,4,4,6,4,6,6,4,6,6,6,6,6,4,42,900,,5,6,6,6,4,4,,,,5,4,7,,2,2,2,2,1,,,,7,4,5,5,2,,,,3,ST PAUL,55101,US,11,4,1,3,2,2,2,1,1.266708
3729,962,1411,4,47,2,2,1,15,1322,55,3,3,1:20 PM,3:14 PM,1,8,,,,,2,10,,,,,,1,1,2,2,1,2,1,6,6,4,4,6,6,6,6,6,4,6,6,6,6,4,42,900,,5,6,6,6,6,5,,,,5,5,,,2,2,2,2,2,,,,6,5,5,5,2,,,,3,ANDOVER,55304,US,11,4,1,4,2,2,2,1,1.266708
3730,963,1411,4,47,2,2,1,15,1322,55,3,3,2:00 PM,3:14 PM,1,8,,,,,2,10,,,,,,1,2,2,2,4,2,1,3,3,2,4,4,4,6,6,4,3,4,4,4,6,4,,,,4,4,6,4,4,4,,,,5,2,4,,1,2,2,2,1,,,,9,3,5,5,2,,,,1,SANTA ROSA,95405,US,7,5,1,4,2,2,1,1,1.266708
3731,964,1411,4,47,2,2,1,15,1322,55,3,3,2:00 PM,3:14 PM,2,8,,,,,4,10,,,,,,1,1,2,2,1,4,1,6,6,6,5,6,5,6,6,6,6,6,6,6,6,5,900,,,5,6,6,6,5,5,,,,5,1,,,3,3,3,3,3,,,,5,5,5,5,2,,,,3,EAGAN,55122,US,11,7,1,2,2,2,2,1,1.266708
3732,965,1411,4,47,2,2,1,15,1322,55,3,3,1:00 PM,3:14 PM,1,8,,,,,8,10,,,,,,1,1,2,1,3,4,1,3,3,4,3,4,3,6,6,4,3,3,3,6,2,3,80,,,3,3,3,6,3,3,,,,5,6,,,2,2,2,2,1,,,,12,0,4,5,2,,,,3,MINNEAPOLIS,55443,US,11,4,2,0,2,1,1,1,1.266708
3733,966,1411,4,47,2,2,1,15,1322,55,3,3,2:00 PM,3:14 PM,2,8,,,,,4,10,,,,,,2,1,2,2,4,2,1,4,4,5,0,6,0,4,6,6,6,6,6,6,6,4,,,,4,6,6,4,6,4,,,,5,5,,,2,2,2,2,2,,,,6,3,5,5,2,,,,1,SAN MATEO,94403,US,2,6,1,4,2,2,2,1,1.266708
3734,967,1411,4,47,2,2,1,15,1322,55,3,3,1:45 PM,3:14 PM,1,8,,,,,7,10,,,,,,2,2,2,2,1,4,1,4,6,1,4,6,3,6,6,6,6,6,6,6,6,3,183,235,,4,6,6,6,4,4,,,,5,5,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,INNER GROVE HILLS,55076,US,11,6,2,0,2,2,2,1,1.266708
3735,968,1411,4,47,2,2,1,15,1322,55,3,3,1:00 PM,3:14 PM,1,8,,,,,5,10,,,,,,2,2,1,2,1,1,1,3,1,3,4,4,4,6,6,6,6,6,2,6,6,3,2,1,,5,3,6,6,5,4,,,,5,2,,,2,2,2,2,2,,,,12,4,4,4,2,,,,3,SIOUX FALLS,57103,US,11,6,1,0,2,2,2,1,1.266708
3736,969,1411,4,47,2,2,1,15,1322,55,3,3,1:20 PM,3:14 PM,2,8,,,,,7,10,,,,,,1,2,1,2,1,1,1,5,4,4,5,6,5,6,6,6,6,6,6,6,6,5,900,,,5,6,6,6,5,5,87,,,5,4,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,MINNETONKA,55345,US,11,5,1,2,2,2,2,1,1.266708
3737,970,1411,4,47,2,2,1,15,1322,55,3,3,12:40 PM,3:14 PM,1,8,,,,,8,10,,,,,,1,2,1,1,3,4,2,4,3,3,4,4,4,6,6,4,4,6,6,6,3,4,2,,,4,4,3,5,4,4,,,,4,5,,,2,2,2,2,1,7,,,12,4,4,5,2,,,,3,ST PAUL,55144,US,11,3,1,4,2,1,2,1,1.266708
3738,971,1411,4,47,2,2,1,15,1322,55,3,3,1:30 PM,3:14 PM,2,8,,,,,11,10,,,,,,2,1,1,2,1,1,2,5,4,4,5,5,5,5,5,6,6,6,6,6,6,5,32,,,5,6,6,5,5,5,,,,5,4,,,2,2,2,2,2,,,,4,5,5,4,2,,,,3,ANOKA,55303,US,11,7,1,2,2,2,2,1,1.266708
3739,972,1411,4,47,2,2,1,15,1322,55,3,3,1:30 PM,3:14 PM,2,8,,,,,11,10,,,,,,1,2,2,1,1,1,2,6,6,5,5,6,5,6,6,6,6,6,6,6,6,5,,,,5,6,6,5,4,4,,,,4,,,,3,3,3,3,3,,,,4,4,6,4,2,,,,3,ANOKA,55303,US,11,5,2,2,2,2,2,1,1.266708
3740,777,1413,4,48,3,2,1,15,4720,81,1,2,4:30 PM,6:28 PM,1,8,,,,,4,10,,,,,,2,2,2,2,1,1,1,4,6,6,6,4,0,6,6,6,6,6,6,6,6,4,910,,,4,6,6,6,6,4,,,,5,1,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,SALT LAKE CITY,84105,US,10,4,2,3,2,2,2,1,1.266708
3741,778,1413,4,48,3,2,1,15,4720,81,1,2,4:30 PM,6:28 PM,1,8,,,,,4,10,,,,,,1,2,2,1,1,1,1,6,3,4,4,6,6,6,6,6,5,6,6,6,6,4,910,,,5,6,6,5,3,4,,,,5,1,,,2,2,2,2,2,,,,12,4,5,5,1,7,,,3,SALT LAKE CITY,84092,US,10,4,1,0,2,1,2,1,1.266708
3742,779,1413,4,48,3,2,1,15,4720,81,1,2,4:15 PM,6:28 PM,1,8,,,,,7,10,,,,,,1,1,1,1,2,1,1,3,4,3,2,4,3,6,6,3,6,6,6,6,6,6,900,,,4,6,6,3,3,4,,,,5,1,,,1,2,2,2,1,3,,,12,5,3,5,2,,,,3,SALT LAKE CITY,84043,US,10,3,2,4,2,1,1,1,1.266708
3743,780,1413,4,48,3,2,1,15,4720,81,1,2,5:35 PM,6:28 PM,2,8,,,,,5,10,,,,,,2,2,1,2,1,1,2,6,6,4,4,4,4,0,0,6,6,6,4,6,6,4,,,,4,3,6,6,4,4,,,,4,5,,,2,2,2,2,2,,,,5,3,4,5,2,,,,3,SALT LAKE CITY,84121,US,10,3,2,2,2,2,2,1,1.266708
3744,781,1413,4,48,3,2,1,15,4720,81,1,2,5:30 PM,6:28 PM,1,8,,,,,5,10,,,,,,1,2,2,2,1,1,2,3,3,3,4,5,5,5,5,2,6,6,5,6,6,4,,,,5,5,6,5,5,5,87,,,5,2,,,2,2,2,2,2,2,,,5,5,5,5,2,,,,3,MIAMI,33142,US,12,2,1,1,2,2,2,1,1.266708
3745,782,1413,4,48,3,2,1,15,4720,81,1,2,5:40 PM,6:28 PM,1,8,,,,,2,10,,,,,,1,2,2,2,1,1,2,3,3,3,4,3,3,6,3,6,6,6,6,6,6,3,,,,3,6,6,6,3,3,,,,3,,,,2,2,2,2,2,4,,,5,3,5,5,2,,,,3,SANFORD,27332,US,12,5,2,3,2,2,2,1,1.266708
3746,783,1413,4,48,3,2,1,15,4720,81,1,2,4:30 PM,6:28 PM,2,8,,,,,2,10,,,,,,1,1,1,1,6,4,2,5,3,3,5,5,5,5,5,5,5,3,5,4,5,4,2,3,,5,5,4,3,4,4,,,,5,,,,1,2,1,2,1,,,,12,4,5,4,2,,,,2,PEBBLE BEACH,93953,US,10,3,1,3,1,1,1,1,1.266708
3747,784,1413,4,48,3,2,1,15,4720,81,1,2,5:10 PM,6:28 PM,2,8,,,,,8,10,,,,,,1,1,1,1,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,900,,,0,0,0,0,0,0,,,,5,,,,1,2,2,1,1,,,,6,5,5,5,2,,,,3,WEST VALLEY,84119,US,10,4,2,2,1,1,1,1,1.266708
3748,785,1413,4,48,3,2,1,15,4720,81,1,2,4:30 PM,6:28 PM,1,8,,,,,4,10,,,,,,2,2,2,1,2,4,2,4,3,3,4,4,4,4,4,4,4,4,6,6,6,4,,,,4,6,6,4,4,4,,,,5,6,,,1,1,2,2,1,,,,5,4,5,5,2,,,,3,SOUTH JORDAN,84095,US,10,4,1,1,2,2,2,1,1.266708
3749,786,1413,4,48,3,2,1,15,4720,81,1,2,4:30 PM,6:28 PM,3,8,,,,,3,10,,,,,,2,2,1,2,1,1,2,3,3,3,2,2,2,4,4,6,6,6,6,6,6,3,900,,,5,6,6,4,6,4,,,,4,2,,,2,2,2,2,2,8,,,11,5,4,3,2,,,,3,MISSOULA,59801,US,10,3,2,1,2,2,2,1,1.266708
3750,787,1413,4,48,3,2,1,15,4720,81,1,2,10:00 AM,6:28 PM,1,8,,,,,10,,,,,,,0,0,1,1,5,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,182,,,4,4,0,4,4,4,,,,5,,,,0,0,0,0,1,,,,12,0,4,4,2,,,,3,SALT LAKE CITY,84092,US,10,6,0,3,1,2,2,1,1.266708
3751,3959,1404,4,98,2,3,1,34,837,96,8,3,8:30 AM,11:00 AM,2,8,,,,,7,10,,,,,,1,2,2,2,1,4,1,6,6,6,6,6,6,3,3,6,6,6,6,6,6,5,,,,3,6,6,6,3,3,,,,4,6,,,3,3,3,3,3,,,,24,1,5,6,2,,,,2,MONTEREY,93940,US,10,7,2,0,1,2,2,1,0.595689
3752,3960,1404,4,98,2,3,1,34,837,96,8,3,9:30 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,2,1,2,1,1,1,4,6,6,4,5,5,6,5,6,6,6,6,6,6,5,8,,,5,6,6,6,6,5,,,,5,1,,,2,2,2,2,2,,,,11,0,4,6,2,,,,3,OTTAWA,66067,US,11,2,2,1,1,2,2,1,0.595689
3753,3961,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,2,1,2,1,2,1,4,4,3,5,5,5,3,3,6,6,6,6,6,6,5,201,,,5,6,6,3,5,5,,,,5,2,,,2,2,2,2,2,,,,11,0,5,6,1,37,,,3,MEADVILLE,16335,US,12,6,1,4,1,2,2,1,0.595689
3754,3962,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,3,6,8,,,,3,10,,,,,,2,2,2,2,1,4,1,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,900,,,5,6,6,6,5,5,,,,5,4,,,3,3,3,3,3,,,,11,0,5,6,2,,,,3,TOKYO,,JAPAN,16,7,1,2,2,2,1,1,0.595689
3755,3963,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,3,8,,,,,2,10,,,,,,1,1,1,2,1,4,1,6,2,3,4,4,4,4,4,6,5,4,3,6,6,3,,,,4,5,6,3,4,4,,,,4,1,,,1,2,2,2,2,,,,6,3,3,4,2,,,,1,SAN MATEO,94403,US,2,6,2,2,2,2,2,4,0.595689
3756,3964,1404,4,98,2,3,1,34,837,96,8,3,7:30 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,2,1,1,1,2,1,4,3,3,3,3,4,6,6,4,6,6,6,6,6,4,180,,,5,5,6,6,4,4,,,,5,4,,,2,2,2,2,1,,,,11,0,5,6,2,,,,3,TOKYO,,JAPAN,16,5,1,2,2,2,2,4,0.595689
3757,3965,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,2,8,,,,,3,10,,,,,,1,2,1,2,3,4,1,2,6,2,3,3,2,6,6,4,6,6,6,6,6,2,183,267,,5,6,6,6,4,4,,,,5,7,,,1,2,2,1,1,,,,11,0,4,6,2,,,,3,HIROSHIMA,,JAPAN,16,5,2,2,2,2,2,4,0.595689
3758,3966,1404,4,98,2,3,1,34,837,96,8,3,9:10 AM,11:00 AM,8,,,,,,3,10,,,,,,2,2,1,2,1,3,2,4,3,4,5,5,5,5,6,1,6,6,6,6,6,5,,,,5,6,6,5,5,4,,,,4,16,,,2,2,2,2,2,6,,,11,4,5,6,2,,,,3,APO,96367,US,19,3,2,2,2,2,2,1,0.595689
3759,3967,1404,4,98,2,3,1,34,837,96,8,3,8:10 AM,11:00 AM,1,8,,,,,1,10,,,,,1,1,2,2,2,1,1,2,4,5,4,4,4,5,5,5,4,4,5,4,6,6,4,,,,5,6,6,4,3,4,,,,5,2,,,2,2,2,2,2,,,,15,5,4,3,2,,,,2,MODESTO,95355,US,10,2,1,1,2,2,0,1,0.595689
3760,3968,1404,4,98,2,3,1,34,837,96,8,3,8:30 AM,11:00 AM,1,8,,,,,3,10,,,,,,2,1,1,2,2,2,2,3,4,3,3,4,4,6,6,6,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,2,2,2,2,,,,11,6,3,3,2,,,,3,,,US,11,4,1,4,1,2,2,1,0.595689
3761,3969,1404,4,98,2,3,1,34,837,96,8,3,7:30 AM,11:00 AM,1,8,,,,,5,10,,,,,,1,1,1,2,1,1,2,5,3,3,5,5,3,6,6,6,6,6,6,6,6,4,2,,,5,5,6,5,3,4,,,,4,,,,2,2,2,2,2,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,94103,US,1,2,1,3,2,2,2,1,0.595689
3762,3970,1404,4,98,2,3,1,34,837,96,8,3,8:30 AM,11:00 AM,1,8,,,,,8,10,,,,,,2,2,2,2,1,4,2,3,3,3,3,3,3,3,3,6,3,3,4,6,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,7,4,4,4,2,,,,1,SUNNYVALE,94089,US,4,6,1,3,2,2,2,1,0.595689
3763,3971,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,2,8,,,,,3,10,,,,,,0,1,0,1,1,2,2,5,4,2,4,5,5,6,6,5,6,6,6,6,6,5,900,,,5,6,6,6,4,5,89,,,5,4,,,2,2,1,2,1,7,,,11,5,4,6,2,,,,3,HOUSTON,77005,US,11,3,2,4,1,2,2,1,0.595689
3764,3972,1404,4,98,2,3,1,34,837,96,8,3,8:45 AM,11:00 AM,2,8,,,,,3,10,,,,,,0,1,1,2,2,2,2,4,3,3,3,4,3,3,3,6,6,6,4,6,6,4,280,,,5,5,6,3,3,4,,,,5,2,,,2,2,2,2,2,,,,11,5,3,6,2,,,,3,BROOKLYN,11216,US,12,3,2,2,2,2,2,1,0.595689
3765,3973,1404,4,98,2,3,1,34,837,96,8,3,8:30 AM,11:00 AM,1,8,,,,,8,10,,,,,,2,0,1,1,1,4,2,0,0,0,4,5,5,6,6,4,4,6,5,6,5,5,,,,4,4,4,4,4,4,,,,0,,,,2,1,2,2,1,,,,12,4,5,5,2,,,,3,BARRIGADA,96913,US,10,6,1,2,2,2,2,1,0.595689
3766,3974,1404,4,98,2,3,1,34,837,96,8,3,8:00 AM,11:00 AM,2,8,,,,,6,10,,,,,,1,2,1,2,3,4,2,5,4,3,5,4,4,3,3,6,4,4,6,6,6,4,,,,5,6,6,4,4,4,,,,5,6,,,2,2,2,2,2,,,,7,5,5,5,2,,,,1,LOS ALTOS HILLS,94022,US,4,7,2,4,2,1,0,1,0.595689
3767,3975,1404,4,98,2,3,1,34,837,96,8,3,9:40 AM,11:00 AM,2,8,,,,,5,10,,,,,,2,2,2,2,1,1,2,6,6,6,0,5,5,6,6,6,0,0,0,0,0,4,,,,6,4,6,6,4,4,,,,4,,,,3,3,3,3,3,,,,5,5,3,4,3,,,,3,,,JAPAN,16,6,2,0,3,2,2,4,0.595689
3768,3976,1404,4,98,2,3,1,34,837,96,8,3,9:30 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,1,1,2,3,2,2,6,4,3,3,3,3,3,3,6,6,6,6,6,6,3,,,,5,6,6,3,3,4,,,,4,,,,2,2,2,2,2,,,,11,3,3,2,2,,,,3,,,JAPAN,16,5,1,2,2,2,2,4,0.595689
3769,3977,1404,4,98,2,3,1,34,837,96,8,3,9:00 AM,11:00 AM,3,8,,,,,2,10,,,,,,1,2,2,1,3,2,2,3,2,3,0,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,2,2,3,,,,3,,,,2,2,2,2,1,,,,6,5,5,5,2,,,,1,SOUTH SAN FRANCISCO,94080,US,2,4,2,3,2,2,2,4,0.595689
3770,3978,1404,4,98,2,3,1,34,837,96,8,3,9:30 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,2,2,2,1,1,2,6,6,6,0,4,4,6,6,6,6,6,6,6,6,4,,,,3,6,6,6,3,4,,,,3,,,,2,2,2,2,2,,,,11,6,6,6,2,,,,3,HIROSHIMA,,JAPAN,16,4,2,1,2,2,2,4,0.595689
3771,3979,1404,4,98,2,3,1,34,837,96,8,3,10:10 AM,11:00 AM,2,8,,,,,3,10,,,,,,1,2,1,2,1,1,2,6,3,6,6,6,6,6,6,6,6,6,6,6,6,4,,,,3,3,3,3,3,3,,,,5,,,,1,2,2,2,2,,,,11,0,3,2,2,,,,3,,,,99,4,2,0,2,2,2,4,0.595689
3772,3980,1404,4,98,2,3,1,34,837,96,8,3,9:30 AM,11:00 AM,2,8,,,,,3,10,,,,,,2,2,2,2,3,2,2,6,6,3,3,3,3,3,3,6,6,6,6,6,6,3,,,,3,3,3,3,3,3,,,,5,,,,2,2,2,2,2,,,,11,3,5,3,2,,,,3,YOKOHAMA,,JAPAN,16,3,1,2,2,2,2,4,0.595689
3773,3981,1404,4,98,2,3,1,34,837,96,8,3,9:00 AM,11:00 AM,1,8,,,,,3,10,,,,,,0,0,0,1,3,2,2,3,3,2,2,3,3,3,3,5,6,6,6,6,6,4,,,,5,6,6,3,3,4,,,,5,,,,1,2,2,2,1,,,,11,3,5,3,2,,,,3,,,,99,4,1,1,2,1,2,4,0.595689
3774,3982,1404,4,98,2,3,1,34,837,96,8,3,8:40 AM,11:00 AM,1,8,,,,,2,10,,,,,,1,2,2,1,3,3,2,3,6,3,3,3,3,2,3,3,3,6,6,6,6,3,,,,4,6,6,6,4,4,,,,4,6,,,3,3,2,2,1,2,,,7,3,4,3,2,,,,3,FUNABASHI,,JAPAN,16,5,1,2,2,2,2,4,0.595689
3775,3983,1404,4,98,2,3,1,34,837,96,8,3,8:40 AM,11:00 AM,1,8,,,,,3,10,,,,,,2,2,2,2,3,4,2,5,3,3,5,4,5,3,3,3,6,6,6,6,6,3,900,,,3,6,6,2,3,4,,,,5,,,,3,3,3,3,3,,,,11,3,5,3,2,,,,3,LOMITA,90717,US,10,6,2,1,1,2,2,4,0.595689
3776,3984,1404,4,98,2,3,1,34,837,96,8,3,7:00 AM,11:00 AM,2,8,,,,,3,10,,,,,,1,2,2,1,1,2,2,6,2,3,1,4,2,3,5,6,6,6,6,6,6,2,165,,,5,6,6,3,3,4,,,,3,,,,2,2,2,2,2,,,,11,6,4,6,2,,,,3,ICHIKAWA,,JAPAN,16,4,1,3,2,2,0,4,0.595689
3777,1733,1706,7,77,1,1,1,33,6198,24,3,4,7:15 AM,8:41 AM,2,8,,,,,3,10,,,,,,2,1,1,2,1,4,2,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,910,,,5,6,6,5,5,5,,,,5,5,,,2,2,2,2,2,,,,11,5,5,6,2,,,,3,SAN LUIS OBISPO,,US,10,5,2,0,2,1,2,1,1.870831
3778,1734,1706,7,77,1,1,1,33,6198,24,3,4,7:30 AM,8:41 AM,3,8,,,,,6,10,,,,,,1,1,2,2,2,4,1,4,3,6,5,5,5,6,6,6,6,6,6,6,6,0,160,,,5,6,6,6,5,5,,,,5,5,,,2,2,2,2,2,,,,3,5,5,5,2,,,,1,MARIN,94945,US,6,7,2,0,2,2,1,1,1.870831
3779,1735,1706,7,77,1,1,1,33,6198,24,3,4,7:40 AM,8:41 AM,2,8,,,,,3,10,,,,,,2,2,2,2,2,1,1,5,6,6,5,4,5,6,6,6,6,6,6,6,6,5,911,226,,5,6,6,6,5,5,,,,4,5,,,2,2,1,2,2,,,,11,5,5,6,2,,,,3,WASHINGTON,,US,12,2,2,0,2,2,2,1,1.870831
3780,1736,1706,7,77,1,1,1,33,6198,24,3,4,8:00 AM,8:41 AM,2,8,,,,,3,10,,,,,,2,1,2,1,3,2,1,6,3,6,4,4,4,6,6,5,6,6,6,6,6,4,900,,,4,6,6,6,5,4,,,,5,2,,,2,2,2,2,1,,,,11,5,5,6,2,,,,3,EDMONTON,,CANADA,13,7,2,4,1,2,2,1,1.870831
3781,1737,1706,7,77,1,1,1,33,6198,24,3,4,6:45 AM,8:41 AM,3,8,,,,,3,10,,,,,,0,2,2,0,2,4,2,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,4,4,4,,,,5,,,,2,2,2,2,2,,,,11,5,5,6,2,,,,3,KLAMATH FALLS,97601,US,10,6,2,2,2,2,2,1,1.870831
3782,1738,1706,7,77,1,1,1,33,6198,24,3,4,5:45 AM,8:41 AM,2,8,,,,,3,10,,,,,,2,1,1,1,1,1,2,5,4,4,4,4,4,4,4,5,6,6,6,6,6,4,8,,,5,6,6,5,5,5,,,,5,1,,,2,2,2,2,1,,,,11,6,5,6,2,,,,3,EDMONTON,,CANADA,13,3,2,3,2,2,2,1,1.870831
3783,1739,1706,7,77,1,1,1,33,6198,24,3,4,7:15 AM,8:41 AM,1,8,,,,,4,10,,,,,,2,1,1,1,5,4,2,5,4,4,5,5,5,6,6,0,4,5,6,6,6,5,32,,,5,6,6,4,4,4,,,,5,2,,,1,2,2,2,1,,,,7,5,5,5,2,,,,1,SUNNYVALE,94089,US,4,7,1,3,1,1,1,1,1.870831
3784,1740,1706,7,77,1,1,1,33,6198,24,3,4,7:20 AM,8:41 AM,1,8,,,,,2,10,,,,,,2,2,2,2,6,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,3,6,6,3,3,3,,,,5,,,,2,2,2,2,2,,,,12,4,4,4,2,,,,1,BELVEDERE,94920,US,6,6,1,4,1,0,1,1,1.870831
3785,1741,1706,7,77,1,1,1,33,6198,24,3,4,6:50 AM,8:41 AM,3,8,,,,,3,10,,,,,,0,1,1,1,3,4,2,4,5,5,4,4,5,6,6,5,6,6,6,6,6,5,,,,4,6,6,0,3,4,,,,5,,,,2,2,1,2,1,,,,11,6,6,6,2,,,,3,ADDISON,75001,US,11,3,1,3,1,2,2,1,1.870831
3786,1418,2404,14,69,1,1,1,33,234,66,2,3,7:30 AM,9:17 AM,2,8,,,,,4,10,,,,,,1,0,1,1,3,4,1,5,4,4,5,5,4,6,6,5,5,6,6,6,6,5,1,,,5,6,6,5,5,5,,,,4,2,,,2,2,2,2,1,2,,,5,5,4,3,2,,,,1,SAN FRANCISCO,94118,US,1,6,2,4,2,2,2,1,1.870831
3787,1419,2404,14,69,1,1,1,33,234,66,2,3,7:15 AM,9:17 AM,2,8,,,,,3,10,,,,,,2,2,1,2,1,1,1,3,3,6,4,6,4,6,6,6,6,6,6,6,6,3,217,,,3,6,6,3,3,3,,,,5,5,,,2,2,2,2,2,,,,11,6,4,6,2,,,,3,RENO,89523,US,10,6,2,1,2,2,2,1,1.870831
3788,1420,2404,14,69,1,1,1,33,234,66,2,3,6:00 AM,9:17 AM,2,8,,,,,3,10,,,,,,2,1,1,1,1,1,1,3,3,4,4,5,5,4,4,5,3,6,6,6,6,4,,,,5,6,6,4,4,4,,,,5,,,,1,2,2,2,1,6,,,11,5,4,5,2,,,,3,BANGKOK,,THAILAND,16,2,2,1,2,2,2,1,1.870831
3789,1421,2404,14,69,1,1,1,33,234,66,2,3,7:45 AM,9:17 AM,2,8,,,,,2,10,,,,,,1,2,2,2,1,4,1,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,,,4,4,4,4,4,4,,,,5,2,,,2,2,2,2,2,,,,6,3,5,5,2,,,,3,DAYTONA,32725,US,12,6,1,2,2,2,2,1,1.870831
3790,1422,2404,14,69,1,1,1,33,234,66,2,3,7:45 AM,9:17 AM,2,8,,,,,2,10,,,,,,1,0,1,0,2,2,2,6,2,2,4,3,3,6,6,1,3,3,6,6,6,3,74,,,3,6,6,3,3,3,,,,4,2,,,2,2,2,2,2,1,,,5,4,3,1,1,1,28,,3,LOUGHBOROUGH,,ENGLAND,15,6,1,3,2,2,2,1,1.870831
3791,1423,2404,14,69,1,1,1,33,234,66,2,3,7:00 AM,9:17 AM,2,8,,,,,3,10,,,,,,0,0,1,0,1,1,2,3,3,6,4,3,4,6,6,6,6,6,6,6,6,3,,,,4,6,6,4,4,4,,,,3,30,,,2,2,2,2,2,,,,11,6,3,6,2,,,,3,BEND,,US,10,0,0,0,0,0,0,4,1.870831
